13. 5. 27 오후 8:41
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	   27670	643733	                    3723937	                      4514362	
Remaining:       	   27670	643733	                    3723937	                      4514362	
Unique:          	   24217	622580	                    3573571	                      4341464	
Unique Remaining:	   24217	622580	                    3573571	                      4341464	


Individual File Statistics:

File Name   	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
pep-0344.txt	           120	               120	            107	                      107	       2774	           2774	        2734	                  2734	                            16600	                                16600	                             16320	                                       16320	                              20822	                                  20822	                               20522	                                         20522	
pep-0345.txt	           156	               156	            128	                      128	       2186	           2186	        2118	                  2118	                            13824	                                13824	                             13275	                                       13275	                              15979	                                  15979	                               15379	                                         15379	
pep-0346.txt	           271	               271	            250	                      250	       5725	           5725	        5662	                  5662	                            34959	                                34959	                             34465	                                       34465	                              43534	                                  43534	                               42975	                                         42975	
pep-0347.txt	            74	                74	             68	                       68	       1557	           1557	        1530	                  1530	                             9200	                                 9200	                              8962	                                        8962	                              10736	                                  10736	                               10463	                                         10463	
pep-0348.txt	           105	               105	             97	                       97	       2561	           2561	        2535	                  2535	                            16793	                                16793	                             16507	                                       16507	                              19317	                                  19317	                               18999	                                         18999	
pep-0349.txt	            27	                27	             19	                       19	        739	            739	         712	                   712	                             4087	                                 4087	                              3870	                                        3870	                               5100	                                   5100	                                4869	                                          4869	
pep-0350.txt	           167	               167	            150	                      150	       3680	           3680	        3673	                  3673	                            20595	                                20595	                             20416	                                       20416	                              24614	                                  24614	                               24434	                                         24434	
pep-0351.txt	            36	                36	             29	                       29	        662	            662	         636	                   636	                             4020	                                 4020	                              3767	                                        3767	                               4952	                                   4952	                                4667	                                          4667	
pep-0352.txt	            68	                68	             57	                       57	       1519	           1519	        1477	                  1477	                             9088	                                 9088	                              8725	                                        8725	                              10825	                                  10825	                               10408	                                         10408	
pep-0353.txt	            58	                58	             50	                       50	       1440	           1440	        1410	                  1410	                             8118	                                 8118	                              7831	                                        7831	                               9437	                                   9437	                                9114	                                          9114	
pep-0354.txt	            56	                56	             47	                       47	       1070	           1070	        1040	                  1040	                             6739	                                 6739	                              6398	                                        6398	                               7946	                                   7946	                                7571	                                          7571	
pep-0355.txt	           106	               106	             90	                       90	       2302	           2302	        2219	                  2219	                            14579	                                14579	                             14085	                                       14085	                              19743	                                  19743	                               19175	                                         19175	
pep-0356.txt	            56	                56	             48	                       48	        748	            748	         716	                   716	                             4338	                                 4338	                              4119	                                        4119	                               5273	                                   5273	                                5037	                                          5037	
pep-0357.txt	            47	                47	             43	                       43	       1264	           1264	        1253	                  1253	                             6506	                                 6506	                              6442	                                        6442	                               8202	                                   8202	                                8131	                                          8131	
pep-0358.txt	            47	                47	             40	                       40	       1453	           1453	        1424	                  1424	                             7895	                                 7895	                              7686	                                        7686	                              10392	                                  10392	                               10168	                                         10168	
pep-0359.txt	           121	               121	            112	                      112	       2304	           2304	        2269	                  2269	                            14236	                                14236	                             13900	                                       13900	                              17840	                                  17840	                               17464	                                         17464	
pep-0360.txt	            25	                25	             20	                       20	        518	            518	         492	                   492	                             3160	                                 3160	                              2941	                                        2941	                               3719	                                   3719	                                3465	                                          3465	
pep-0361.txt	            73	                73	             61	                       61	       1239	           1239	        1182	                  1182	                             7366	                                 7366	                              6971	                                        6971	                               9167	                                   9167	                                8733	                                          8733	
pep-0362.txt	           137	               137	            126	                      126	       2230	           2230	        2200	                  2200	                            14729	                                14729	                             14431	                                       14431	                              18444	                                  18444	                               18111	                                         18111	
pep-0363.txt	            67	                67	             61	                       61	       1218	           1218	        1191	                  1191	                             6550	                                 6550	                              6355	                                        6355	                               8214	                                   8214	                                8005	                                          8005	
pep-0364.txt	            55	                55	             47	                       47	       1574	           1574	        1543	                  1543	                             8898	                                 8898	                              8590	                                        8590	                              10412	                                  10412	                               10067	                                         10067	
pep-0365.txt	            24	                24	             18	                       18	        671	            671	         644	                   644	                             4208	                                 4208	                              3974	                                        3974	                               4801	                                   4801	                                4532	                                          4532	
pep-0366.txt	            33	                33	             27	                       27	        872	            872	         847	                   847	                             5006	                                 5006	                              4752	                                        4752	                               5774	                                   5774	                                5488	                                          5488	
pep-0367.txt	           137	               137	            122	                      122	       2461	           2461	        2429	                  2429	                            14689	                                14689	                             14322	                                       14322	                              19183	                                  19183	                               18779	                                         18779	
pep-0368.txt	           201	               201	            187	                      187	       4993	           4993	        4954	                  4954	                            26113	                                26113	                             25649	                                       25649	                              30923	                                  30923	                               30420	                                         30420	
pep-0369.txt	            73	                73	             61	                       61	       1181	           1181	        1143	                  1143	                             7583	                                 7583	                              7174	                                        7174	                               8868	                                   8868	                                8419	                                          8419	
pep-0370.txt	            61	                61	             51	                       51	       1087	           1087	        1054	                  1054	                             6821	                                 6821	                              6433	                                        6433	                               7838	                                   7838	                                7413	                                          7413	
pep-0371.txt	            98	                98	             90	                       90	       2264	           2264	        2233	                  2233	                            13423	                                13423	                             13206	                                       13206	                              16770	                                  16770	                               16537	                                         16537	
pep-0372.txt	            79	                79	             70	                       70	       1676	           1676	        1639	                  1639	                            10034	                                10034	                              9654	                                        9654	                              11917	                                  11917	                               11497	                                         11497	
pep-0373.txt	            25	                25	             18	                       18	        288	            288	         262	                   262	                             1625	                                 1625	                              1396	                                        1396	                               1880	                                   1880	                                1627	                                          1627	
pep-0374.txt	           289	               289	            249	                      249	       8282	           8282	        8253	                  8253	                            43748	                                43748	                             42993	                                       42993	                              51829	                                  51829	                               51015	                                         51015	
pep-0375.txt	            24	                24	             14	                       14	        264	            264	         231	                   231	                             1722	                                 1722	                              1442	                                        1442	                               1963	                                   1963	                                1653	                                          1653	
pep-0376.txt	           186	               186	            177	                      177	       3168	           3168	        3117	                  3117	                            20030	                                20030	                             19637	                                       19637	                              23047	                                  23047	                               22596	                                         22596	
pep-0377.txt	            42	                42	             32	                       32	       1246	           1246	        1157	                  1157	                             7738	                                 7738	                              6995	                                        6995	                               9596	                                   9596	                                8639	                                          8639	
pep-0378.txt	            64	                64	             58	                       58	       1285	           1285	        1259	                  1259	                             7806	                                 7806	                              7592	                                        7592	                               9059	                                   9059	                                8810	                                          8810	
pep-0379.txt	            48	                48	             39	                       39	        647	            647	         615	                   615	                             3738	                                 3738	                              3502	                                        3502	                               4938	                                   4938	                                4686	                                          4686	
pep-0380.txt	           102	               102	             91	                       91	       2527	           2527	        2493	                  2493	                            14088	                                14088	                             13759	                                       13759	                              17154	                                  17154	                               16785	                                         16785	
pep-0381.txt	           101	               101	             90	                       90	       1758	           1758	        1710	                  1710	                             9897	                                 9897	                              9490	                                        9490	                              11436	                                  11436	                               10977	                                         10977	
pep-0382.txt	            46	                46	             37	                       37	       1370	           1370	        1339	                  1339	                             7867	                                 7867	                              7549	                                        7549	                               9110	                                   9110	                                8756	                                          8756	
pep-0383.txt	            35	                35	             27	                       27	       1240	           1240	        1211	                  1211	                             7001	                                 7001	                              6715	                                        6715	                               8151	                                   8151	                                7830	                                          7830	
pep-0384.txt	            74	                74	             67	                       67	       1835	           1835	        1807	                  1807	                            12053	                                12053	                             11788	                                       11788	                              13733	                                  13733	                               13433	                                         13433	
pep-0385.txt	           104	               104	             99	                       99	       2848	           2848	        2822	                  2822	                            16124	                                16124	                             15905	                                       15905	                              18843	                                  18843	                               18589	                                         18589	
pep-0386.txt	           116	               116	            105	                      105	       2509	           2509	        2462	                  2462	                            15134	                                15134	                             14654	                                       14654	                              18182	                                  18182	                               17651	                                         17651	
pep-0387.txt	            36	                36	             30	                       30	        611	            611	         584	                   584	                             3512	                                 3512	                              3274	                                        3274	                               4140	                                   4140	                                3867	                                          3867	
pep-0389.txt	            57	                57	             56	                       56	       1715	           1715	        1701	                  1701	                            10942	                                10942	                             10823	                                       10823	                              12666	                                  12666	                               12520	                                         12520	
pep-0390.txt	            63	                63	             50	                       50	       1106	           1106	         994	                   994	                             7009	                                 7009	                              6275	                                        6275	                               8162	                                   8162	                                7312	                                          7312	
pep-0391.txt	           127	               127	            118	                      118	       3767	           3767	        3728	                  3728	                            22666	                                22666	                             22305	                                       22305	                              26867	                                  26867	                               26462	                                         26462	
pep-0392.txt	            33	                33	             29	                       29	        382	            382	         370	                   370	                             2313	                                 2313	                              2213	                                        2213	                               2666	                                   2666	                                2558	                                          2558	
pep-0393.txt	            80	                80	             72	                       72	       2641	           2641	        2612	                  2612	                            16987	                                16987	                             16701	                                       16701	                              19868	                                  19868	                               19547	                                         19547	
pep-0394.txt	            38	                38	             35	                       35	       1605	           1605	        1602	                  1602	                             9567	                                 9567	                              9510	                                        9510	                              11136	                                  11136	                               11079	                                         11079	
pep-0395.txt	           153	               153	            143	                      143	       4152	           4152	        4127	                  4127	                            25115	                                25115	                             24853	                                       24853	                              29538	                                  29538	                               29244	                                         29244	
pep-0396.txt	            69	                69	             61	                       61	       1586	           1586	        1557	                  1557	                             9483	                                 9483	                              9201	                                        9201	                              11018	                                  11018	                               10701	                                         10701	
pep-0397.txt	            76	                76	             68	                       68	       3154	           3154	        3125	                  3125	                            16902	                                16902	                             16684	                                       16684	                              20710	                                  20710	                               20478	                                         20478	
pep-0398.txt	            34	                34	             25	                       25	        556	            556	         509	                   509	                             3345	                                 3345	                              2992	                                        2992	                               3879	                                   3879	                                3479	                                          3479	
pep-0399.txt	            27	                27	             23	                       23	       1301	           1301	        1289	                  1289	                             7090	                                 7090	                              6992	                                        6992	                               8273	                                   8273	                                8167	                                          8167	
pep-0400.txt	            62	                62	             49	                       49	       1555	           1555	        1473	                  1473	                            10003	                                10003	                              9435	                                        9435	                              11535	                                  11535	                               10902	                                         10902	
pep-0401.txt	            25	                25	             20	                       20	        622	            622	         604	                   604	                             3627	                                 3627	                              3432	                                        3432	                               4238	                                   4238	                                4023	                                          4023	
pep-0402.txt	           143	               143	            136	                      136	       4328	           4328	        4299	                  4299	                            24560	                                24560	                             24282	                                       24282	                              28775	                                  28775	                               28461	                                         28461	
pep-0403.txt	           118	               118	            108	                      108	       2691	           2691	        2654	                  2654	                            15005	                                15005	                             14658	                                       14658	                              17888	                                  17888	                               17499	                                         17499	
pep-0404.txt	            41	                41	             32	                       32	        971	            971	         943	                   943	                             5460	                                 5460	                              5215	                                        5215	                               6390	                                   6390	                                6120	                                          6120	
pep-0405.txt	           105	               105	             95	                       95	       3109	           3109	        3076	                  3076	                            19296	                                19296	                             18941	                                       18941	                              22253	                                  22253	                               21860	                                         21860	
pep-0406.txt	            63	                63	             52	                       52	       1370	           1370	        1335	                  1335	                             8834	                                 8834	                              8458	                                        8458	                              10155	                                  10155	                                9748	                                          9748	
pep-0407.txt	            42	                42	             36	                       36	        890	            890	         863	                   863	                             5076	                                 5076	                              4840	                                        4840	                               5910	                                   5910	                                5639	                                          5639	
pep-0408.txt	            65	                65	             58	                       58	       1905	           1905	        1876	                  1876	                            11153	                                11153	                             10889	                                       10889	                              12907	                                  12907	                               12607	                                         12607	
pep-0409.txt	            65	                65	             57	                       57	        794	            794	         767	                   767	                             4848	                                 4848	                              4575	                                        4575	                               5588	                                   5588	                                5286	                                          5286	
pep-0410.txt	           129	               129	            121	                      121	       2874	           2874	        2856	                  2856	                            17359	                                17359	                             17145	                                       17145	                              20409	                                  20409	                               20185	                                         20185	
pep-0411.txt	            43	                43	             29	                       29	       1244	           1244	        1100	                  1100	                             7335	                                 7335	                              6343	                                        6343	                               8535	                                   8535	                                7403	                                          7403	
pep-0412.txt	            42	                42	             34	                       34	       1051	           1051	        1022	                  1022	                             5983	                                 5983	                              5685	                                        5685	                               6935	                                   6935	                                6602	                                          6602	
pep-0413.txt	           205	               205	            188	                      188	       5450	           5450	        5368	                  5368	                            31149	                                31149	                             30452	                                       30452	                              36799	                                  36799	                               36000	                                         36000	
pep-0414.txt	            88	                88	             79	                       79	       3002	           3002	        2973	                  2973	                            16896	                                16896	                             16592	                                       16592	                              19643	                                  19643	                               19306	                                         19306	
pep-0415.txt	            22	                22	             14	                       14	        408	            408	         378	                   378	                             2627	                                 2627	                              2344	                                        2344	                               2979	                                   2979	                                2660	                                          2660	
pep-0416.txt	            45	                45	             36	                       36	       1490	           1490	        1471	                  1471	                             9412	                                 9412	                              9173	                                        9173	                              10977	                                  10977	                               10728	                                         10728	
pep-0417.txt	            18	                18	             10	                       10	        381	            381	         351	                   351	                             2304	                                 2304	                              2023	                                        2023	                               2624	                                   2624	                                2307	                                          2307	
pep-0418.txt	           370	               370	            311	                      311	       7736	           7736	        7463	                  7463	                            50013	                                50013	                             47346	                                       47346	                              57235	                                  57235	                               54251	                                         54251	
pep-0419.txt	           128	               128	            117	                      117	       2259	           2259	        2186	                  2186	                            14307	                                14307	                             13755	                                       13755	                              16817	                                  16817	                               16198	                                         16198	
pep-0420.txt	           134	               134	            120	                      120	       3617	           3617	        3573	                  3573	                            21862	                                21862	                             21334	                                       21334	                              25674	                                  25674	                               25100	                                         25100	
pep-0421.txt	           124	               124	            112	                      112	       2599	           2599	        2565	                  2565	                            16764	                                16764	                             16391	                                       16391	                              19080	                                  19080	                               18671	                                         18671	
pep-0422.txt	            85	                85	             72	                       72	       2375	           2375	        2344	                  2344	                            14149	                                14149	                             13828	                                       13828	                              16699	                                  16699	                               16341	                                         16341	
pep-0423.txt	           237	               237	            226	                      226	       3617	           3617	        3581	                  3581	                            24167	                                24167	                             23823	                                       23823	                              27632	                                  27632	                               27246	                                         27246	
pep-0424.txt	            15	                15	             10	                       10	        373	            373	         355	                   355	                             2328	                                 2328	                              2127	                                        2127	                               2948	                                   2948	                                2720	                                          2720	
pep-0425.txt	            62	                62	             51	                       51	       1647	           1647	        1614	                  1614	                             9518	                                 9518	                              9180	                                        9180	                              11171	                                  11171	                               10797	                                         10797	
pep-0426.txt	           504	               504	            442	                      442	      10135	          10135	        9888	                  9888	                            62670	                                62670	                             61060	                                       61060	                              73537	                                  73537	                               71704	                                         71704	
pep-0427.txt	            83	                83	             74	                       74	       2274	           2274	        2243	                  2243	                            13680	                                13680	                             13390	                                       13390	                              16087	                                  16087	                               15761	                                         15761	
pep-0428.txt	           166	               166	            161	                      161	       2427	           2427	        2414	                  2414	                            16558	                                16558	                             16431	                                       16431	                              20098	                                  20098	                               19963	                                         19963	
pep-0429.txt	            27	                27	             15	                       15	        304	            304	         249	                   249	                             1847	                                 1847	                              1445	                                        1445	                               2130	                                   2130	                                1674	                                          1674	
pep-0430.txt	            45	                45	             38	                       38	       1159	           1159	        1143	                  1143	                             6880	                                 6880	                              6691	                                        6691	                               7889	                                   7889	                                7692	                                          7692	
pep-0431.txt	            82	                82	             78	                       78	       1759	           1759	        1747	                  1747	                            10290	                                10290	                             10194	                                       10194	                              11871	                                  11871	                               11767	                                         11767	
pep-0432.txt	           253	               253	            241	                      241	       7165	           7165	        7023	                  7023	                            45451	                                45451	                             44452	                                       44452	                              53312	                                  53312	                               52165	                                         52165	
pep-0433.txt	           146	               146	            134	                      134	       3360	           3360	        3346	                  3346	                            21865	                                21865	                             21664	                                       21664	                              25617	                                  25617	                               25414	                                         25414	
pep-0434.txt	            32	                32	             24	                       24	       1404	           1404	        1374	                  1374	                             7689	                                 7689	                              7384	                                        7384	                               9038	                                   9038	                                8697	                                          8697	
pep-0435.txt	           131	               131	            123	                      123	       2672	           2672	        2643	                  2643	                            16540	                                16540	                             16246	                                       16246	                              19785	                                  19785	                               19456	                                         19456	
pep-0436.txt	           180	               180	            160	                      160	       4493	           4493	        4463	                  4463	                            26690	                                26690	                             26392	                                       26392	                              32080	                                  32080	                               31747	                                         31747	
pep-0437.txt	           100	               100	             89	                       89	       1855	           1855	        1820	                  1820	                            11371	                                11371	                             10959	                                       10959	                              13407	                                  13407	                               12958	                                         12958	
pep-0438.txt	            93	                93	             83	                       83	       2903	           2903	        2874	                  2874	                            17133	                                17133	                             16777	                                       16777	                              19931	                                  19931	                               19547	                                         19547	
pep-0439.txt	            47	                47	             38	                       38	       1417	           1417	        1387	                  1387	                             7974	                                 7974	                              7659	                                        7659	                               9307	                                   9307	                                8957	                                          8957	
pep-0440.txt	           264	               264	            240	                      240	       5941	           5941	        5740	                  5740	                            36430	                                36430	                             35128	                                       35128	                              42506	                                  42506	                               41017	                                         41017	
pep-0441.txt	            38	                38	             34	                       34	        696	            696	         671	                   671	                             3901	                                 3901	                              3697	                                        3697	                               4551	                                   4551	                                4312	                                          4312	
pep-0442.txt	            78	                78	             68	                       68	       1548	           1548	        1497	                  1497	                             8697	                                 8697	                              8291	                                        8291	                              10300	                                  10300	                                9837	                                          9837	
pep-0443.txt	            72	                72	             65	                       65	       1929	           1929	        1899	                  1899	                            12030	                                12030	                             11741	                                       11741	                              14160	                                  14160	                               13834	                                         13834	
pep-0444.txt	           301	               301	            254	                      254	      10024	          10024	        9307	                  9307	                            56407	                                56407	                             52015	                                       52015	                              66088	                                  66088	                               61004	                                         61004	
pep-0628.txt	            19	                19	             14	                       14	        551	            551	         524	                   524	                             3054	                                 3054	                              2832	                                        2832	                               3553	                                   3553	                                3295	                                          3295	
pep-0666.txt	            15	                15	             10	                       10	        690	            690	         669	                   669	                             3422	                                 3422	                              3277	                                        3277	                               4252	                                   4252	                                4095	                                          4095	
pep-0754.txt	            50	                50	             41	                       41	        896	            896	         868	                   868	                             5413	                                 5413	                              5112	                                        5112	                               6265	                                   6265	                                5932	                                          5932	
pep-3000.txt	            33	                33	             27	                       27	        973	            973	         946	                   946	                             5109	                                 5109	                              4873	                                        4873	                               6001	                                   6001	                                5730	                                          5730	
pep-3001.txt	            31	                31	             27	                       27	        690	            690	         678	                   678	                             3891	                                 3891	                              3791	                                        3791	                               4505	                                   4505	                                4397	                                          4397	
pep-3002.txt	            25	                25	             18	                       18	        714	            714	         686	                   686	                             3964	                                 3964	                              3723	                                        3723	                               4627	                                   4627	                                4351	                                          4351	
pep-3003.txt	            30	                30	             24	                       24	        909	            909	         895	                   895	                             5028	                                 5028	                              4894	                                        4894	                               5919	                                   5919	                                5777	                                          5777	
pep-3099.txt	            63	                63	             59	                       59	       1082	           1082	        1057	                  1057	                             6554	                                 6554	                              6356	                                        6356	                               7535	                                   7535	                                7302	                                          7302	
pep-3100.txt	            86	                86	             77	                       77	       2272	           2272	        2238	                  2238	                            15262	                                15262	                             14994	                                       14994	                              17551	                                  17551	                               17245	                                         17245	
pep-3101.txt	           155	               155	            147	                      147	       4887	           4887	        4857	                  4857	                            26682	                                26682	                             26452	                                       26452	                              34002	                                  34002	                               33757	                                         33757	
pep-3102.txt	            46	                46	             39	                       39	        999	            999	         970	                   970	                             5221	                                 5221	                              5001	                                        5001	                               6574	                                   6574	                                6339	                                          6339	
pep-3103.txt	           130	               130	            114	                      114	       4035	           4035	        3979	                  3979	                            20614	                                20614	                             20217	                                       20217	                              24686	                                  24686	                               24234	                                         24234	
pep-3104.txt	           105	               105	             97	                       97	       3119	           3119	        3088	                  3088	                            18070	                                18070	                             17748	                                       17748	                              21423	                                  21423	                               21064	                                         21064	
pep-3105.txt	            37	                37	             28	                       28	        710	            710	         679	                   679	                             4062	                                 4062	                              3722	                                        3722	                               4749	                                   4749	                                4373	                                          4373	
pep-3106.txt	            75	                75	             65	                       65	       1536	           1536	        1501	                  1501	                             8194	                                 8194	                              7940	                                        7940	                              10851	                                  10851	                               10536	                                         10536	
pep-3107.txt	            77	                77	             70	                       70	       1343	           1343	        1313	                  1313	                             9268	                                 9268	                              8975	                                        8975	                              10798	                                  10798	                               10468	                                         10468	
pep-3108.txt	           424	               424	            347	                      347	       3754	           3754	        3614	                  3614	                            23454	                                23454	                             21774	                                       21774	                              27073	                                  27073	                               25256	                                         25256	
pep-3109.txt	            35	                35	             28	                       28	        962	            962	         934	                   934	                             6043	                                 6043	                              5776	                                        5776	                               7596	                                   7596	                                7294	                                          7294	
pep-3110.txt	            56	                56	             46	                       46	       1110	           1110	        1076	                  1076	                             7092	                                 7092	                              6731	                                        6731	                               8344	                                   8344	                                7945	                                          7945	
pep-3111.txt	            36	                36	             29	                       29	        874	            874	         859	                   859	                             5127	                                 5127	                              4960	                                        4960	                               5901	                                   5901	                                5726	                                          5726	
pep-3112.txt	            39	                39	             30	                       30	        646	            646	         625	                   625	                             4159	                                 4159	                              3931	                                        3931	                               4775	                                   4775	                                4535	                                          4535	
pep-3113.txt	            56	                56	             49	                       49	       1621	           1621	        1589	                  1589	                             8907	                                 8907	                              8636	                                        8636	                              10400	                                  10400	                               10090	                                         10090	
pep-3114.txt	            58	                58	             49	                       49	       1153	           1153	        1123	                  1123	                             6931	                                 6931	                              6629	                                        6629	                               8042	                                   8042	                                7704	                                          7704	
pep-3115.txt	            62	                62	             53	                       53	       1893	           1893	        1862	                  1862	                            10383	                                10383	                             10145	                                       10145	                              13038	                                  13038	                               12785	                                         12785	
pep-3116.txt	           118	               118	             98	                       98	       2863	           2863	        2796	                  2796	                            16834	                                16834	                             16250	                                       16250	                              20486	                                  20486	                               19828	                                         19828	
pep-3117.txt	            60	                60	             49	                       49	       1078	           1078	        1062	                  1062	                             6544	                                 6544	                              6288	                                        6288	                               7576	                                   7576	                                7305	                                          7305	
pep-3118.txt	           220	               220	            196	                      196	       4980	           4980	        4975	                  4975	                            27212	                                27212	                             27074	                                       27074	                              32029	                                  32029	                               31886	                                         31886	
pep-3119.txt	           185	               185	            175	                      175	       5087	           5087	        5009	                  5009	                            30673	                                30673	                             30145	                                       30145	                              36397	                                  36397	                               35780	                                         35780	
pep-3120.txt	            19	                19	             12	                       12	        579	            579	         551	                   551	                             3181	                                 3181	                              2904	                                        2904	                               3688	                                   3688	                                3376	                                          3376	
pep-3121.txt	            48	                48	             40	                       40	        791	            791	         762	                   762	                             5073	                                 5073	                              4791	                                        4791	                               5913	                                   5913	                                5596	                                          5596	
pep-3122.txt	            54	                54	             43	                       43	       1595	           1595	        1559	                  1559	                             8656	                                 8656	                              8300	                                        8300	                              10135	                                  10135	                                9747	                                          9747	
pep-3123.txt	            37	                37	             31	                       31	        606	            606	         579	                   579	                             3855	                                 3855	                              3611	                                        3611	                               4462	                                   4462	                                4183	                                          4183	
pep-3124.txt	           225	               225	            216	                      216	       5479	           5479	        5424	                  5424	                            32622	                                32622	                             32205	                                       32205	                              38385	                                  38385	                               37897	                                         37897	
pep-3125.txt	            61	                61	             52	                       52	       1012	           1012	         974	                   974	                             6105	                                 6105	                              5779	                                        5779	                               7288	                                   7288	                                6907	                                          6907	
pep-3126.txt	            94	                94	             86	                       86	       1481	           1481	        1435	                  1435	                             8922	                                 8922	                              8609	                                        8609	                              11306	                                  11306	                               10956	                                         10956	
pep-3127.txt	           117	               117	            107	                      107	       3122	           3122	        3090	                  3090	                            16759	                                16759	                             16430	                                       16430	                              19780	                                  19780	                               19415	                                         19415	
pep-3128.txt	            83	                83	             69	                       69	       2485	           2485	        2451	                  2451	                            12976	                                12976	                             12528	                                       12528	                              15396	                                  15396	                               14874	                                         14874	
pep-3129.txt	            25	                25	             16	                       16	        448	            448	         418	                   418	                             3077	                                 3077	                              2770	                                        2770	                               3551	                                   3551	                                3209	                                          3209	
pep-3130.txt	            51	                51	             42	                       42	        921	            921	         888	                   888	                             5347	                                 5347	                              5100	                                        5100	                               6728	                                   6728	                                6464	                                          6464	
pep-3131.txt	            68	                68	             58	                       58	       1635	           1635	        1602	                  1602	                             9399	                                 9399	                              9055	                                        9055	                              10952	                                  10952	                               10571	                                         10571	
pep-3132.txt	            52	                52	             43	                       43	        842	            842	         812	                   812	                             4608	                                 4608	                              4293	                                        4293	                               5425	                                   5425	                                5075	                                          5075	
pep-3133.txt	           107	               107	             97	                       97	       2208	           2208	        2175	                  2175	                            13625	                                13625	                             13271	                                       13271	                              16106	                                  16106	                               15715	                                         15715	
pep-3134.txt	           123	               123	              5	                        5	       2815	           2815	          94	                    94	                            16817	                                16817	                               557	                                         557	                              21077	                                  21077	                                 647	                                           647	
pep-3135.txt	            60	                60	             20	                       20	       1094	           1094	         402	                   402	                             6319	                                 6319	                              2328	                                        2328	                               7398	                                   7398	                                2712	                                          2712	
pep-3136.txt	            86	                86	             70	                       70	       2074	           2074	        2030	                  2030	                            11918	                                11918	                             11477	                                       11477	                              15223	                                  15223	                               14737	                                         14737	
pep-3137.txt	            73	                73	             65	                       65	       1780	           1780	        1751	                  1751	                            10262	                                10262	                              9988	                                        9988	                              12126	                                  12126	                               11817	                                         11817	
pep-3138.txt	            68	                68	             57	                       57	       1690	           1690	        1656	                  1656	                            10183	                                10183	                              9786	                                        9786	                              11912	                                  11912	                               11485	                                         11485	
pep-3139.txt	            42	                42	             31	                       31	        543	            543	         508	                   508	                             3854	                                 3854	                              3495	                                        3495	                               4449	                                   4449	                                4073	                                          4073	
pep-3140.txt	            47	                47	             40	                       40	        910	            910	         881	                   881	                             5104	                                 5104	                              4888	                                        4888	                               6241	                                   6241	                                6010	                                          6010	
pep-3141.txt	           130	               130	            120	                      120	       2196	           2196	        2159	                  2159	                            13673	                                13673	                             13281	                                       13281	                              17336	                                  17336	                               16880	                                         16880	
pep-3142.txt	            32	                32	             25	                       25	        593	            593	         565	                   565	                             3061	                                 3061	                              2850	                                        2850	                               3787	                                   3787	                                3562	                                          3562	
pep-3143.txt	           178	               178	            176	                      176	       2398	           2398	        2355	                  2355	                            14777	                                14777	                             14548	                                       14548	                              17697	                                  17697	                               17430	                                         17430	
pep-3144.txt	            50	                50	             47	                       47	        951	            951	         927	                   927	                             5581	                                 5581	                              5411	                                        5411	                               6690	                                   6690	                                6506	                                          6506	
pep-3145.txt	            29	                29	             23	                       23	        810	            810	         803	                   803	                             4853	                                 4853	                              4778	                                        4778	                               5836	                                   5836	                                5760	                                          5760	
pep-3146.txt	           300	               300	            285	                      285	       8235	           8235	        8202	                  8202	                            59116	                                59116	                             58800	                                       58800	                              68072	                                  68072	                               67720	                                         67720	
pep-3147.txt	           136	               136	            126	                      126	       3324	           3324	        3292	                  3292	                            19060	                                19060	                             18711	                                       18711	                              22596	                                  22596	                               22211	                                         22211	
pep-3148.txt	           123	               123	            114	                      114	       2202	           2202	        2161	                  2161	                            13223	                                13223	                             12897	                                       12897	                              15247	                                  15247	                               14885	                                         14885	
pep-3149.txt	            67	                67	             57	                       57	       1778	           1778	        1746	                  1746	                            10530	                                10530	                             10181	                                       10181	                              12210	                                  12210	                               11825	                                         11825	
pep-3150.txt	           152	               152	            132	                      132	       3953	           3953	        3832	                  3832	                            23360	                                23360	                             22369	                                       22369	                              27695	                                  27695	                               26590	                                         26590	
pep-3151.txt	           230	               230	            214	                      214	       4457	           4457	        4406	                  4406	                            28550	                                28550	                             28035	                                       28035	                              33991	                                  33991	                               33424	                                         33424	
pep-3152.txt	            41	                41	             34	                       34	        765	            765	         733	                   733	                             4461	                                 4461	                              4184	                                        4184	                               5168	                                   5168	                                4851	                                          4851	
pep-3153.txt	            58	                58	             52	                       52	       1804	           1804	        1777	                  1777	                            10511	                                10511	                             10273	                                       10273	                              12148	                                  12148	                               11875	                                         11875	
pep-3154.txt	            48	                48	             40	                       40	        956	            956	         927	                   927	                             6055	                                 6055	                              5778	                                        5778	                               6988	                                   6988	                                6675	                                          6675	
pep-3155.txt	            34	                34	             26	                       26	        655	            655	         626	                   626	                             4275	                                 4275	                              3993	                                        3993	                               4926	                                   4926	                                4609	                                          4609	
pep-3156.txt	           290	               290	            277	                      277	       9644	           9644	        9597	                  9597	                            57268	                                57268	                             56832	                                       56832	                              67263	                                  67263	                               66779	                                         66779	
